,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,MiscFeature,SaleType,SaleCondition,OverallCond,GarageArea_x,TotalBsmtSF_x,BsmtFinSF1_x,OverallQual,GrLivArea,GarageCars,GarageArea_y,TotalBsmtSF_y,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,BsmtFinSF1_y,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,HalfBath,LotArea,BsmtFullBath,BsmtUnfSF
320,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Ex,Gd,Av,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,New,Partial,5,840,1249,0,9,2596,3,840,1249,1249,3,9,2006,2006,2006.0,370.0,0,0,111.0,240,1347,154,1,16259,0,1249
321,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,0,WD,Normal,5,872,1136,970,8,2468,3,872,1136,1136,2,10,2004,2004,2004.0,388.0,1,970,99.0,184,1332,154,1,12099,1,166
322,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,Gd,LwQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,576,1502,28,7,2730,2,576,1502,1553,2,8,1986,1987,1987.0,172.0,1,28,86.0,201,1177,96,1,10380,1,0
323,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,Fa,TA,Y,0,WD,Normal,8,220,1162,256,3,1163,1,220,1162,1163,1,6,1955,2005,1955.0,0.0,0,256,49.0,142,0,98,0,5820,1,906
324,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,Gd,Gd,CBlock,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,0,WD,Normal,7,564,710,0,7,2978,2,564,710,1898,2,11,1967,2007,1961.0,300.0,1,0,96.0,240,1080,0,1,11275,0,710
325,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,BLQ,GasA,Po,N,FuseF,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,360,720,116,5,803,2,360,720,803,1,5,1941,1950,1941.0,0.0,0,116,50.0,0,0,0,0,5000,0,604
326,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,Con,Normal,5,473,1719,1619,8,1719,2,473,1719,1719,1,6,1993,1993,1993.0,0.0,2,1619,32.0,122,0,30,1,10846,2,100
327,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,292,1383,565,6,1383,1,292,1383,1383,1,7,1960,1960,1960.0,175.0,0,565,80.0,0,0,45,1,11600,0,818
328,RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,Unf,GasA,Gd,N,FuseA,Gd,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,441,844,0,6,2134,2,441,844,1445,2,10,1916,1994,1930.0,0.0,0,0,87.0,0,689,60,0,11888,0,844
329,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,TA,Mn,Unf,GasA,TA,N,SBrkr,TA,Typ,Detchd,Unf,Fa,Fa,N,0,WD,Normal,5,189,596,0,5,1192,1,189,596,596,1,6,1920,1950,1920.0,0.0,0,0,60.0,0,596,0,0,6402,0,596
330,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,4,352,1728,40,5,1728,1,352,1728,1728,2,10,1964,1964,2002.0,84.0,0,40,74.6470588235294,155,0,0,0,10624,0,1424
331,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,GasA,Fa,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,6,308,1056,846,5,1056,1,308,1056,1056,1,6,1958,1992,1958.0,0.0,0,846,70.0,0,0,0,0,8176,1,210
332,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,880,3206,1124,8,1629,3,880,3206,1629,2,7,2003,2004,2003.0,296.0,1,1124,85.0,0,0,0,0,10655,1,1603
333,RM,Pave,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,484,1358,720,7,1358,2,484,1358,1358,2,6,2004,2004,2004.0,146.0,1,720,59.0,192,0,30,0,8198,1,638
334,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,472,943,828,6,1638,2,472,943,943,2,7,1998,1998,1998.0,0.0,2,828,59.0,100,695,38,1,9042,1,115
335,RL,Grvl,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,1,WD,Normal,6,529,1499,1249,5,1786,2,529,1499,1619,2,7,1965,1965,1965.0,0.0,2,1249,114.23529411764706,670,167,0,0,164660,2,103
336,RL,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,676,1922,1249,9,1922,3,676,1922,1922,2,8,2005,2006,2005.0,200.0,1,1249,86.0,178,0,51,0,14157,1,673
337,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,532,1536,810,7,1536,2,532,1536,1536,2,7,2002,2003,2002.0,113.0,0,810,70.0,192,0,74,0,9135,1,726
338,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Mn,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,1,WD,Normal,7,440,1208,213,7,1621,2,440,1208,1621,2,8,1984,1998,1984.0,0.0,0,213,91.0,108,0,45,0,14145,1,995
339,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Fa,No,Rec,GasA,TA,Y,FuseA,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,7,297,1215,585,6,1215,1,297,1215,1215,1,6,1958,1998,1958.0,176.0,0,585,66.0,0,0,0,0,12400,0,630
340,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,431,967,0,8,1908,2,431,967,993,2,9,2002,2002,2002.0,0.0,0,0,85.0,135,915,0,1,14191,0,967
341,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,AsbShng,None,Fa,Fa,CBlock,TA,Fa,No,Unf,GasA,Gd,Y,SBrkr,TA,Typ,CarPort,Unf,TA,TA,N,0,WD,Normal,4,294,721,0,4,841,1,294,721,841,1,4,1950,1950,1950.0,0.0,0,0,60.0,250,0,0,0,8400,0,721
342,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stucco,BrkFace,TA,TA,Slab,TA,Po,No,Unf,Wall,Fa,N,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,4,400,0,0,3,1040,2,400,0,1040,2,6,1949,1950,1949.0,340.0,0,0,64.29411764705883,0,0,0,0,8544,0,0
343,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,564,1684,28,9,1684,2,564,1684,1684,2,6,2005,2005,2005.0,616.0,1,28,63.0,495,0,72,0,8849,0,1656
344,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,No,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,3,336,536,129,5,1112,1,336,536,536,1,4,1976,1976,1976.0,0.0,0,129,36.0,182,576,0,1,2592,0,175
345,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,GasA,Gd,Y,SBrkr,Fa,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,312,972,0,6,1577,1,312,972,972,1,6,1939,1950,1939.0,0.0,1,0,65.0,0,605,0,0,6435,0,972
346,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,8,301,958,498,6,958,1,301,958,958,1,5,1960,1998,1960.0,0.0,0,498,86.70588235294117,0,0,0,0,12772,0,460
347,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,GasA,Ex,Y,FuseA,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,498,1478,1270,6,1478,2,498,1478,1478,2,6,1960,1960,1960.0,30.0,2,1270,92.41176470588236,0,0,40,0,17600,1,208
348,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Y,0,WD,Normal,5,474,764,573,7,1626,2,474,764,764,2,6,2003,2004,2003.0,106.0,0,573,36.0,0,862,27,1,2448,1,191
349,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,0,New,Partial,5,706,1848,1410,9,2728,3,706,1848,1848,2,10,2005,2006,2006.0,870.0,2,1410,56.0,0,880,0,1,20431,1,438
350,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,0,New,Partial,5,617,1869,0,9,1869,2,617,1869,1869,2,6,2007,2007,2007.0,362.0,1,0,68.0,210,0,54,0,7820,0,1869
351,RL,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Gd,TA,Gd,GLQ,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Abnorml,5,445,1453,1082,7,1453,2,445,1453,1453,1,6,1986,1986,1986.0,0.0,1,1082,44.647058823529406,0,0,80,1,5271,1,371
352,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,Fa,Mn,LwQ,GasA,TA,N,SBrkr,TA,Typ,Detchd,Unf,TA,Fa,Y,0,ConLw,Normal,6,200,616,236,5,1111,1,200,616,616,1,5,1941,1950,1941.0,0.0,0,236,60.0,48,495,0,0,9084,0,0
353,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,8,484,624,0,6,720,2,484,624,720,1,5,1928,2003,2005.0,0.0,0,0,60.0,106,0,0,0,8520,0,624
354,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,240,940,388,6,1595,1,240,940,1192,1,6,1940,2000,1940.0,0.0,2,388,60.0,0,403,0,0,8400,0,552
355,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,Gd,No,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,521,1200,334,6,1200,2,521,1200,1200,2,6,1995,1995,1995.0,0.0,0,334,105.0,0,0,26,0,11249,1,322
356,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,6,400,1158,560,6,1167,2,400,1158,1167,2,6,1992,1992,1992.0,106.0,0,560,75.58823529411767,120,0,26,0,9248,1,598
357,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,528,1142,874,5,1142,2,528,1142,1142,1,6,1976,1976,1976.0,0.0,1,874,44.0,536,0,90,1,4224,1,268
358,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,GasA,Ex,Y,FuseF,Gd,Min2,BuiltIn,Unf,TA,TA,Y,0,WD,Abnorml,4,288,1062,300,5,1352,1,288,1062,1352,1,6,1958,1958,1958.0,120.0,0,300,92.0,168,0,0,0,6930,0,468
359,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,592,1086,956,8,1924,2,592,1086,1086,2,7,1998,1998,1998.0,530.0,1,956,78.0,208,838,75,1,12011,1,130
360,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,6,470,888,773,6,912,2,470,888,912,1,5,1978,1978,1978.0,0.0,1,773,64.11764705882354,0,0,0,0,7540,1,115
361,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,N,0,WD,Normal,5,240,883,399,5,1505,1,240,883,988,1,8,1940,1982,1940.0,0.0,0,399,66.88235294117646,0,517,0,0,9144,1,484
362,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,Slab,TA,Po,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Y,0,ConLD,Normal,5,672,0,0,7,1922,2,672,0,495,3,7,2003,2003,2003.0,500.0,1,0,64.0,0,1427,0,0,7301,0,0
363,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,8,264,483,162,6,987,1,264,483,483,1,5,1972,2007,1972.0,510.0,0,162,21.0,250,504,0,1,1680,0,321
364,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,Mn,GLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,566,796,712,6,1574,2,566,796,790,2,6,1976,1976,1976.0,120.0,1,712,92.82352941176471,306,784,111,1,18800,1,84
365,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,Fa,No,Rec,GasA,Gd,Y,FuseA,TA,Typ,Detchd,Unf,TA,Fa,Y,0,WD,Normal,7,468,672,456,5,1344,1,468,672,672,1,6,1920,1997,1964.0,0.0,0,456,59.0,0,672,128,0,10690,0,216
366,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,514,1394,609,6,1394,2,514,1394,1394,1,6,1963,1963,1963.0,247.0,2,609,76.17647058823529,0,0,76,1,9500,1,785
367,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,Tar&Grv,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,GasA,Gd,Y,SBrkr,TA,Typ,Basment,RFn,TA,TA,Y,0,WD,Normal,5,296,1099,371,6,1431,1,296,1099,1431,1,6,1962,1962,1962.0,305.0,1,371,101.0,64,0,110,0,9150,0,728
368,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,LwQ,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,6,244,1268,540,5,1268,1,244,1268,1268,1,7,1954,1954,1954.0,200.0,1,540,78.0,0,0,98,0,7800,0,728
369,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Fin,TA,TA,Y,0,WD,Normal,7,576,1063,72,5,1287,2,576,1063,1287,1,7,1959,2006,1997.0,0.0,1,72,74.94117647058823,364,0,17,0,9830,1,733
370,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,460,953,0,6,1664,2,460,953,953,2,7,2000,2000,2000.0,0.0,1,0,65.94117647058823,100,711,40,1,8121,0,953
371,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,None,TA,TA,CBlock,TA,Po,No,Unf,GasA,TA,Y,SBrkr,TA,Min2,Detchd,Fin,TA,TA,N,0,WD,Normal,4,680,0,0,4,1588,2,680,0,1120,2,7,1959,1959,1991.0,0.0,1,0,80.0,0,468,59,0,17120,0,0
372,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,264,744,623,6,752,1,264,744,752,1,4,1984,1984,1984.0,0.0,0,623,50.0,353,0,0,0,7175,1,0
373,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,BLQ,GasA,TA,Y,SBrkr,TA,Min2,Attchd,Unf,TA,TA,Y,0,WD,Normal,6,270,608,428,5,1319,1,270,608,1319,1,5,1953,1953,1953.0,0.0,0,428,79.0,66,0,0,0,10634,1,0
374,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,0,WD,Normal,5,434,847,0,7,1928,2,434,847,847,2,8,2003,2004,2003.0,0.0,1,0,65.0,100,1081,48,1,8200,0,847
375,RL,Pave,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,GasA,Gd,N,FuseA,Fa,Maj1,BuiltIn,Unf,TA,TA,Y,0,WD,Normal,1,0,683,350,1,904,0,0,683,904,0,4,1922,1950,1926.0,0.0,0,350,72.0,0,0,0,1,10020,1,333
376,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,576,870,298,5,914,2,576,870,914,1,5,1996,1996,1998.0,0.0,0,298,57.0,0,0,0,0,8846,0,572
377,FV,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,610,1580,0,8,2466,2,610,1580,1580,3,8,2004,2005,2004.0,0.0,1,0,102.0,159,886,214,0,11143,0,1580
378,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,0,New,Partial,2,834,1856,1445,9,1856,3,834,1856,1856,1,8,2010,2010,2010.0,350.0,1,1445,88.0,113,0,0,1,11394,1,411
379,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,463,982,0,6,1800,2,463,982,1007,2,7,2000,2000,2000.0,16.0,1,0,60.0,100,793,63,1,8123,0,982
